no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
62757;Kemarau;Jun;22/06/2024;23.30;Kualanamu (WIMM);5;;FALSE;3000;3000;BR;;BR;Mist;
62758;Kemarau;Jul;22/07/2024;00.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
62759;Kemarau;Jul;22/07/2024;00.30;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
62760;Kemarau;Jul;22/07/2024;01.00;Kualanamu (WIMM);2;;FALSE;1800;1800;BR;;BR;Mist;
62761;Kemarau;Jul;22/07/2024;01.30;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
62762;Kemarau;Jul;22/07/2024;02.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62767;Kemarau;Jul;22/07/2024;12.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62791;Kemarau;Jul;22/07/2024;13.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62795;Kemarau;Jul;22/07/2024;13.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
62796;Kemarau;Jul;22/07/2024;14.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
62797;Kemarau;Jul;22/07/2024;14.30;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
62806;Kemarau;Jul;22/07/2024;15.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62807;Kemarau;Jul;22/07/2024;15.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62808;Kemarau;Jul;22/07/2024;16.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62809;Kemarau;Jul;22/07/2024;16.30;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62813;Kemarau;Jul;22/07/2024;17.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
62815;Kemarau;Jul;22/07/2024;17.30;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
62816;Kemarau;Jul;22/07/2024;18.00;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
62817;Kemarau;Jul;22/07/2024;18.30;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
62820;Kemarau;Jul;22/07/2024;19.00;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
62821;Kemarau;Jul;22/07/2024;19.30;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
62824;Kemarau;Jul;22/07/2024;20.00;Kualanamu (WIMM);;;FALSE;2500;2500;BR;;BR;Mist;
62842;Kemarau;Jul;22/07/2024;20.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
62843;Kemarau;Jul;22/07/2024;21.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
62844;Kemarau;Jul;22/07/2024;21.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
62845;Kemarau;Jul;22/07/2024;22.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
62846;Kemarau;Jul;22/07/2024;22.30;Kualanamu (WIMM);;;FALSE;1500;1500;BR;;BR;Mist;
62847;Kemarau;Jul;22/07/2024;23.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
62848;Kemarau;Jul;22/07/2024;23.30;Kualanamu (WIMM);5;;FALSE;1200;1200;BR;;BR;Mist;
62849;Kemarau;Agu;22/08/2024;00.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62850;Kemarau;Agu;22/08/2024;00.30;Kualanamu (WIMM);5;;FALSE;5000;;BR;;BR;Mist;
62851;Kemarau;Agu;22/08/2024;01.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62852;Kemarau;Agu;22/08/2024;15.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62853;Kemarau;Agu;22/08/2024;15.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
62854;Kemarau;Agu;22/08/2024;16.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
62855;Kemarau;Agu;22/08/2024;17.00;Kualanamu (WIMM);4;;FALSE;4500;4500;HZ;;HZ;Haze;
62856;Kemarau;Agu;22/08/2024;17.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62857;Kemarau;Agu;22/08/2024;18.00;Kualanamu (WIMM);4;;FALSE;4500;4500;BR;;BR;Mist;
62858;Peralihan 2;Sep;22/09/2024;00.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
62859;Peralihan 2;Sep;22/09/2024;00.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62860;Peralihan 2;Sep;22/09/2024;01.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
62861;Peralihan 2;Sep;22/09/2024;13.30;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62862;Peralihan 2;Sep;22/09/2024;15.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62904;Peralihan 2;Sep;22/09/2024;15.30;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;CB
62905;Peralihan 2;Sep;22/09/2024;23.30;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
62906;Peralihan 2;Okt;22/10/2024;00.00;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
62907;Peralihan 2;Okt;22/10/2024;00.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62932;Peralihan 2;Okt;22/10/2024;01.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62938;Peralihan 2;Okt;22/10/2024;17.30;Kualanamu (WIMM);3;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
62939;Peralihan 2;Okt;22/10/2024;22.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62940;Peralihan 2;Okt;22/10/2024;22.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62942;Peralihan 2;Okt;22/10/2024;23.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
62943;Peralihan 2;Okt;22/10/2024;23.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
62944;Peralihan 2;Nov;22/11/2024;23.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
62945;Hujan;Des;22/12/2024;15.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
62946;Hujan;Des;22/12/2024;16.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62947;Hujan;Des;22/12/2024;16.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62948;Hujan;Jan;23/01/2024;00.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
62949;Hujan;Jan;23/01/2024;00.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
62950;Hujan;Jan;23/01/2024;01.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
62966;Hujan;Jan;23/01/2024;01.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
62967;Hujan;Jan;23/01/2024;02.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
62968;Hujan;Jan;23/01/2024;03.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62970;Hujan;Jan;23/01/2024;04.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
62971;Hujan;Jan;23/01/2024;13.30;Kualanamu (WIMM);6;;FALSE;5000;;HZ;;HZ;Haze;
62972;Hujan;Jan;23/01/2024;16.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
62973;Hujan;Jan;23/01/2024;16.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
62974;Hujan;Jan;23/01/2024;18.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
62996;Hujan;Jan;23/01/2024;19.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
62997;Hujan;Jan;23/01/2024;19.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
62998;Hujan;Jan;23/01/2024;20.00;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
62999;Hujan;Jan;23/01/2024;20.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63000;Hujan;Jan;23/01/2024;21.00;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63001;Hujan;Jan;23/01/2024;21.30;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
63002;Hujan;Jan;23/01/2024;22.00;Kualanamu (WIMM);3;;FALSE;1500;1500;BR;;BR;Mist;
63003;Hujan;Jan;23/01/2024;22.30;Kualanamu (WIMM);5;;FALSE;2000;2000;BR;;BR;Mist;
63019;Hujan;Jan;23/01/2024;23.00;Kualanamu (WIMM);3;;FALSE;1700;1700;BR;;BR;Mist;
63070;Hujan;Jan;23/01/2024;23.30;Kualanamu (WIMM);5;;FALSE;1500;1500;BR;;BR;Mist;
63071;Hujan;Feb;23/02/2024;00.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63072;Hujan;Feb;23/02/2024;00.30;Kualanamu (WIMM);;;FALSE;1500;1500;BR;;BR;Mist;
63073;Hujan;Feb;23/02/2024;01.00;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63074;Hujan;Feb;23/02/2024;01.30;Kualanamu (WIMM);3;;FALSE;4500;4500;HZ;;HZ;Haze;
63075;Hujan;Feb;23/02/2024;13.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63076;Hujan;Feb;23/02/2024;14.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63077;Hujan;Feb;23/02/2024;14.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63078;Hujan;Feb;23/02/2024;15.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63085;Hujan;Feb;23/02/2024;15.30;Kualanamu (WIMM);5;;FALSE;4000;4000;HZ;;HZ;Haze;
63086;Hujan;Feb;23/02/2024;16.00;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63087;Hujan;Feb;23/02/2024;16.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63088;Hujan;Feb;23/02/2024;17.00;Kualanamu (WIMM);3;;FALSE;3500;3500;HZ;;HZ;Haze;
63089;Hujan;Feb;23/02/2024;17.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63090;Hujan;Feb;23/02/2024;18.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63091;Hujan;Feb;23/02/2024;18.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63092;Hujan;Feb;23/02/2024;19.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63093;Hujan;Feb;23/02/2024;19.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63116;Hujan;Feb;23/02/2024;20.00;Kualanamu (WIMM);;;FALSE;2500;2500;BR;;BR;Mist;
63117;Hujan;Feb;23/02/2024;20.30;Kualanamu (WIMM);;;FALSE;2500;2500;BR;;BR;Mist;
63118;Hujan;Feb;23/02/2024;21.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
63119;Hujan;Feb;23/02/2024;21.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63120;Hujan;Feb;23/02/2024;22.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63121;Hujan;Feb;23/02/2024;22.30;Kualanamu (WIMM);3;;FALSE;1800;1800;BR;;BR;Mist;
63122;Hujan;Feb;23/02/2024;23.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63123;Hujan;Feb;23/02/2024;23.30;Kualanamu (WIMM);2;;FALSE;1000;1000;BR;;BR;Mist;
63124;Peralihan 1;Mar;23/03/2024;00.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63125;Peralihan 1;Mar;23/03/2024;00.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63126;Peralihan 1;Mar;23/03/2024;01.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63127;Peralihan 1;Mar;23/03/2024;01.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63128;Peralihan 1;Mar;23/03/2024;15.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63129;Peralihan 1;Mar;23/03/2024;15.30;Kualanamu (WIMM);2;;FALSE;4700;4700;HZ;;HZ;Haze;
63130;Peralihan 1;Mar;23/03/2024;16.00;Kualanamu (WIMM);2;;FALSE;4500;4500;HZ;;HZ;Haze;
63131;Peralihan 1;Mar;23/03/2024;16.30;Kualanamu (WIMM);2;;FALSE;4300;4300;HZ;;HZ;Haze;
63132;Peralihan 1;Mar;23/03/2024;17.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63133;Peralihan 1;Mar;23/03/2024;17.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63134;Peralihan 1;Mar;23/03/2024;18.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63135;Peralihan 1;Mar;23/03/2024;18.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63136;Peralihan 1;Mar;23/03/2024;19.00;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
63137;Peralihan 1;Mar;23/03/2024;19.30;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
63138;Peralihan 1;Mar;23/03/2024;20.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63139;Peralihan 1;Mar;23/03/2024;20.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63140;Peralihan 1;Mar;23/03/2024;21.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63141;Peralihan 1;Mar;23/03/2024;21.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63142;Peralihan 1;Mar;23/03/2024;22.00;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63143;Peralihan 1;Mar;23/03/2024;22.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63165;Peralihan 1;Mar;23/03/2024;23.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
63166;Peralihan 1;Mar;23/03/2024;23.30;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
63167;Peralihan 1;Apr;23/04/2024;16.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63169;Peralihan 1;Apr;23/04/2024;16.30;Kualanamu (WIMM);2;;FALSE;4500;4500;HZ;;HZ;Haze;
63170;Peralihan 1;Apr;23/04/2024;17.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63171;Peralihan 1;Apr;23/04/2024;17.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63172;Peralihan 1;Apr;23/04/2024;18.00;Kualanamu (WIMM);;;FALSE;3000;3000;HZ;;HZ;Haze;
63173;Peralihan 1;Apr;23/04/2024;18.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63174;Peralihan 1;Apr;23/04/2024;19.00;Kualanamu (WIMM);;;FALSE;3400;3400;BR;;BR;Mist;
63175;Peralihan 1;Apr;23/04/2024;19.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63176;Peralihan 1;Apr;23/04/2024;20.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63177;Peralihan 1;Apr;23/04/2024;20.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63178;Peralihan 1;Apr;23/04/2024;21.00;Kualanamu (WIMM);4;;FALSE;4500;4500;BR;;BR;Mist;
63179;Peralihan 1;Apr;23/04/2024;21.30;Kualanamu (WIMM);2;;FALSE;4500;4500;HZ;;HZ;Haze;
63180;Peralihan 1;Apr;23/04/2024;22.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63181;Peralihan 1;Apr;23/04/2024;22.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63182;Peralihan 1;Apr;23/04/2024;23.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63183;Peralihan 1;Apr;23/04/2024;23.30;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63184;Peralihan 1;Mei;23/05/2024;22.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63185;Peralihan 1;Mei;23/05/2024;23.00;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63186;Peralihan 1;Mei;23/05/2024;23.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63213;Kemarau;Jun;23/06/2024;00.00;Kualanamu (WIMM);7;;FALSE;3000;3000;BR;;BR;Mist;
63214;Kemarau;Jun;23/06/2024;00.30;Kualanamu (WIMM);5;;FALSE;4000;4000;BR;;BR;Mist;
63215;Kemarau;Jun;23/06/2024;01.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63216;Kemarau;Jun;23/06/2024;18.30;Kualanamu (WIMM);2;;FALSE;6000;;TS;;TS;Thunderstorm;CB
63217;Kemarau;Jun;23/06/2024;19.00;Kualanamu (WIMM);13;13;FALSE;1500;1500;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63218;Kemarau;Jun;23/06/2024;19.30;Kualanamu (WIMM);7;;FALSE;1000;1000;-TSRA;BR;-TSRA BR;Light Thunderstorm Rain Mist;CB
63219;Kemarau;Jul;23/07/2024;00.00;Kualanamu (WIMM);2;;FALSE;1100;1100;BR;;BR;Mist;
63220;Kemarau;Jul;23/07/2024;00.30;Kualanamu (WIMM);;;FALSE;1200;1200;BR;;BR;Mist;
63226;Kemarau;Jul;23/07/2024;01.00;Kualanamu (WIMM);;;FALSE;1300;1300;BR;;BR;Mist;
63227;Kemarau;Jul;23/07/2024;01.30;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
63228;Kemarau;Jul;23/07/2024;02.00;Kualanamu (WIMM);;;FALSE;2000;2000;HZ;;HZ;Haze;
63233;Kemarau;Jul;23/07/2024;02.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63234;Kemarau;Jul;23/07/2024;15.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
63235;Kemarau;Jul;23/07/2024;15.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63236;Kemarau;Jul;23/07/2024;16.00;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
63257;Kemarau;Jul;23/07/2024;16.30;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
63258;Kemarau;Jul;23/07/2024;17.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63259;Kemarau;Jul;23/07/2024;18.00;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63260;Kemarau;Jul;23/07/2024;18.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63261;Kemarau;Jul;23/07/2024;19.00;Kualanamu (WIMM);2;;FALSE;1000;1000;FG;;FG;Fog;
63269;Kemarau;Jul;23/07/2024;19.30;Kualanamu (WIMM);3;;FALSE;1500;1500;BR;;BR;Mist;
63271;Kemarau;Jul;23/07/2024;20.00;Kualanamu (WIMM);3;;FALSE;1500;1500;BR;;BR;Mist;
63274;Kemarau;Jul;23/07/2024;20.30;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
63278;Kemarau;Jul;23/07/2024;21.00;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63286;Kemarau;Jul;23/07/2024;21.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63310;Kemarau;Jul;23/07/2024;22.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63318;Kemarau;Jul;23/07/2024;22.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63323;Kemarau;Jul;23/07/2024;23.00;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63324;Kemarau;Jul;23/07/2024;23.30;Kualanamu (WIMM);;;FALSE;1000;1000;FG;;FG;Fog;
63332;Kemarau;Agu;23/08/2024;15.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63359;Kemarau;Agu;23/08/2024;16.00;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63360;Kemarau;Agu;23/08/2024;16.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63361;Kemarau;Agu;23/08/2024;17.00;Kualanamu (WIMM);5;;FALSE;4000;4000;HZ;;HZ;Haze;
63362;Kemarau;Agu;23/08/2024;17.30;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
63363;Kemarau;Agu;23/08/2024;23.30;Kualanamu (WIMM);5;;FALSE;2500;2500;BR;;BR;Mist;
63364;Peralihan 2;Sep;23/09/2024;00.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63365;Peralihan 2;Sep;23/09/2024;14.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63366;Peralihan 2;Sep;23/09/2024;14.30;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63367;Peralihan 2;Sep;23/09/2024;15.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63368;Peralihan 2;Sep;23/09/2024;15.30;Kualanamu (WIMM);9;;FALSE;5000;;HZ;;HZ;Haze;
63369;Peralihan 2;Sep;23/09/2024;17.00;Kualanamu (WIMM);10;;FALSE;9999;;TS;;TS;Thunderstorm;CB
63370;Peralihan 2;Sep;23/09/2024;17.30;Kualanamu (WIMM);10;;FALSE;9000;;TS;;TS;Thunderstorm;CB
63371;Peralihan 2;Sep;23/09/2024;18.00;Kualanamu (WIMM);6;;FALSE;9999;;TS;;TS;Thunderstorm;CB
63372;Peralihan 2;Sep;23/09/2024;18.30;Kualanamu (WIMM);6;;FALSE;5000;;TSRA;;TSRA ;Thunderstorm Rain;CB
63402;Peralihan 2;Sep;23/09/2024;19.00;Kualanamu (WIMM);7;;FALSE;1500;1500;TSRA;;TSRA ;Thunderstorm Rain;CB
63403;Peralihan 2;Okt;23/10/2024;00.00;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
63404;Peralihan 2;Okt;23/10/2024;00.30;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
63405;Peralihan 2;Okt;23/10/2024;01.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
63406;Peralihan 2;Okt;23/10/2024;01.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63407;Peralihan 2;Okt;23/10/2024;16.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63408;Peralihan 2;Okt;23/10/2024;16.30;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
63409;Peralihan 2;Okt;23/10/2024;17.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
63410;Peralihan 2;Okt;23/10/2024;17.30;Kualanamu (WIMM);15;15;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63411;Peralihan 2;Okt;23/10/2024;18.00;Kualanamu (WIMM);10;;FALSE;1300;1300;TSRA;;TSRA ;Thunderstorm Rain;CB
63412;Peralihan 2;Okt;23/10/2024;23.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
63413;Peralihan 2;Nov;23/11/2024;00.00;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
63414;Peralihan 2;Nov;23/11/2024;18.30;Kualanamu (WIMM);8;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63415;Peralihan 2;Nov;23/11/2024;19.00;Kualanamu (WIMM);3;;FALSE;5000;;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63416;Peralihan 2;Nov;23/11/2024;21.30;Kualanamu (WIMM);5;;FALSE;4500;4500;BR;;BR;Mist;
63445;Peralihan 2;Nov;23/11/2024;22.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63446;Peralihan 2;Nov;23/11/2024;22.30;Kualanamu (WIMM);;;FALSE;2500;2500;BR;;BR;Mist;
63447;Peralihan 2;Nov;23/11/2024;23.00;Kualanamu (WIMM);4;;FALSE;3000;3000;BR;;BR;Mist;
63448;Peralihan 2;Nov;23/11/2024;23.30;Kualanamu (WIMM);5;;FALSE;2500;2500;BR;;BR;Mist;
63449;Hujan;Des;23/12/2024;14.00;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;CB
63450;Hujan;Des;23/12/2024;22.30;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
63451;Hujan;Des;23/12/2024;23.00;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
63452;Hujan;Des;23/12/2024;23.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63453;Hujan;Jan;24/01/2024;00.00;Kualanamu (WIMM);5;;FALSE;2000;2000;BR;;BR;Mist;
63454;Hujan;Jan;24/01/2024;00.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63455;Hujan;Jan;24/01/2024;01.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63456;Hujan;Jan;24/01/2024;01.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63457;Hujan;Jan;24/01/2024;02.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63458;Hujan;Jan;24/01/2024;11.30;Kualanamu (WIMM);4;;FALSE;6000;;TS;;TS;Thunderstorm;CB
63459;Hujan;Jan;24/01/2024;12.00;Kualanamu (WIMM);4;;FALSE;6000;;TS;;TS;Thunderstorm;CB
63460;Hujan;Jan;24/01/2024;12.30;Kualanamu (WIMM);4;;FALSE;5000;;TS;;TS;Thunderstorm;CB
