no;season;month;date;time;icao;wind_kt;wind_kt_10;gust;vis_m;vis_m_5000;sigwx_1;sigwx_2;sigwx;sigwx_ket;cb_flag
63461;Hujan;Jan;24/01/2024;14.30;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
63462;Hujan;Jan;24/01/2024;15.00;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63463;Hujan;Jan;24/01/2024;15.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63464;Hujan;Jan;24/01/2024;16.00;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
63465;Hujan;Jan;24/01/2024;16.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63466;Hujan;Jan;24/01/2024;17.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63467;Hujan;Jan;24/01/2024;17.30;Kualanamu (WIMM);5;;FALSE;4000;4000;BR;;BR;Mist;
63476;Hujan;Jan;24/01/2024;18.00;Kualanamu (WIMM);5;;FALSE;4000;4000;BR;;BR;Mist;
63477;Hujan;Jan;24/01/2024;18.30;Kualanamu (WIMM);4;;FALSE;4200;4200;BR;;BR;Mist;
63478;Hujan;Jan;24/01/2024;19.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63479;Hujan;Jan;24/01/2024;21.00;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
63488;Hujan;Jan;24/01/2024;21.30;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
63489;Hujan;Jan;24/01/2024;22.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63490;Hujan;Jan;24/01/2024;23.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63491;Hujan;Jan;24/01/2024;23.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63493;Hujan;Feb;24/02/2024;00.00;Kualanamu (WIMM);3;;FALSE;1000;1000;BR;;BR;Mist;
63494;Hujan;Feb;24/02/2024;00.30;Kualanamu (WIMM);3;;FALSE;1200;1200;BR;;BR;Mist;
63495;Hujan;Feb;24/02/2024;01.00;Kualanamu (WIMM);4;;FALSE;2000;2000;BR;;BR;Mist;
63496;Hujan;Feb;24/02/2024;01.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63497;Hujan;Feb;24/02/2024;15.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63498;Hujan;Feb;24/02/2024;15.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63499;Hujan;Feb;24/02/2024;16.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63500;Hujan;Feb;24/02/2024;16.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63501;Hujan;Feb;24/02/2024;17.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63502;Hujan;Feb;24/02/2024;17.30;Kualanamu (WIMM);2;;FALSE;2800;2800;BR;;BR;Mist;
63503;Hujan;Feb;24/02/2024;18.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63504;Hujan;Feb;24/02/2024;18.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63505;Hujan;Feb;24/02/2024;19.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63506;Hujan;Feb;24/02/2024;19.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63507;Hujan;Feb;24/02/2024;20.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63508;Hujan;Feb;24/02/2024;21.00;Kualanamu (WIMM);2;;FALSE;1500;1500;BR;;BR;Mist;
63509;Hujan;Feb;24/02/2024;21.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63510;Hujan;Feb;24/02/2024;22.00;Kualanamu (WIMM);2;;FALSE;2200;2200;BR;;BR;Mist;
63511;Hujan;Feb;24/02/2024;22.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63521;Hujan;Feb;24/02/2024;23.00;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63522;Hujan;Feb;24/02/2024;23.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63561;Peralihan 1;Mar;24/03/2024;00.00;Kualanamu (WIMM);;;FALSE;1500;1500;BR;;BR;Mist;
63607;Peralihan 1;Mar;24/03/2024;00.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63608;Peralihan 1;Mar;24/03/2024;01.00;Kualanamu (WIMM);2;;FALSE;3000;3000;HZ;;HZ;Haze;
63609;Peralihan 1;Mar;24/03/2024;01.30;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
63610;Peralihan 1;Mar;24/03/2024;02.00;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63611;Peralihan 1;Mar;24/03/2024;13.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
63612;Peralihan 1;Mar;24/03/2024;14.30;Kualanamu (WIMM);;;FALSE;4800;4800;HZ;;HZ;Haze;
63613;Peralihan 1;Mar;24/03/2024;15.00;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63614;Peralihan 1;Mar;24/03/2024;15.30;Kualanamu (WIMM);;;FALSE;4000;4000;HZ;;HZ;Haze;
63615;Peralihan 1;Mar;24/03/2024;16.00;Kualanamu (WIMM);2;;FALSE;3000;3000;HZ;;HZ;Haze;
63640;Peralihan 1;Mar;24/03/2024;16.30;Kualanamu (WIMM);2;;FALSE;3500;3500;HZ;;HZ;Haze;
63641;Peralihan 1;Mar;24/03/2024;17.00;Kualanamu (WIMM);3;;FALSE;4500;4500;HZ;;HZ;Haze;
63642;Peralihan 1;Mar;24/03/2024;19.00;Kualanamu (WIMM);4;;FALSE;3900;3900;HZ;;HZ;Haze;
63648;Peralihan 1;Mar;24/03/2024;19.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63656;Peralihan 1;Mar;24/03/2024;23.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63657;Peralihan 1;Apr;24/04/2024;00.00;Kualanamu (WIMM);;;FALSE;3500;3500;BR;;BR;Mist;
63659;Peralihan 1;Apr;24/04/2024;00.30;Kualanamu (WIMM);;;FALSE;3500;3500;BR;;BR;Mist;
63660;Peralihan 1;Apr;24/04/2024;01.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63679;Peralihan 1;Apr;24/04/2024;01.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63680;Peralihan 1;Apr;24/04/2024;15.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63682;Peralihan 1;Apr;24/04/2024;15.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63683;Peralihan 1;Apr;24/04/2024;16.00;Kualanamu (WIMM);;;FALSE;4500;4500;HZ;;HZ;Haze;
63684;Peralihan 1;Apr;24/04/2024;16.30;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63685;Peralihan 1;Apr;24/04/2024;17.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63686;Peralihan 1;Apr;24/04/2024;17.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;CB
63687;Peralihan 1;Apr;24/04/2024;18.00;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
63688;Peralihan 1;Apr;24/04/2024;18.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63689;Peralihan 1;Apr;24/04/2024;19.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63690;Peralihan 1;Apr;24/04/2024;19.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63691;Peralihan 1;Apr;24/04/2024;20.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63692;Peralihan 1;Apr;24/04/2024;20.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63693;Peralihan 1;Apr;24/04/2024;21.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63694;Peralihan 1;Apr;24/04/2024;21.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63695;Peralihan 1;Apr;24/04/2024;22.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63696;Peralihan 1;Apr;24/04/2024;22.30;Kualanamu (WIMM);2;;FALSE;3500;3500;BR;;BR;Mist;
63697;Peralihan 1;Apr;24/04/2024;23.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63698;Peralihan 1;Apr;24/04/2024;23.30;Kualanamu (WIMM);2;;FALSE;1500;1500;BR;;BR;Mist;
63699;Peralihan 1;Mei;24/05/2024;00.00;Kualanamu (WIMM);3;;FALSE;2700;2700;BR;;BR;Mist;
63700;Peralihan 1;Mei;24/05/2024;00.30;Kualanamu (WIMM);3;;FALSE;3300;3300;BR;;BR;Mist;
63701;Peralihan 1;Mei;24/05/2024;01.00;Kualanamu (WIMM);2;;FALSE;4500;4500;HZ;;HZ;Haze;
63702;Peralihan 1;Mei;24/05/2024;14.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
63703;Peralihan 1;Mei;24/05/2024;15.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63704;Peralihan 1;Mei;24/05/2024;15.30;Kualanamu (WIMM);;;FALSE;5000;;HZ;;HZ;Haze;
63705;Peralihan 1;Mei;24/05/2024;16.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63706;Peralihan 1;Mei;24/05/2024;16.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63707;Peralihan 1;Mei;24/05/2024;17.00;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63708;Peralihan 1;Mei;24/05/2024;17.30;Kualanamu (WIMM);4;;FALSE;5000;;HZ;;HZ;Haze;
63740;Peralihan 1;Mei;24/05/2024;18.00;Kualanamu (WIMM);3;;FALSE;5000;;HZ;;HZ;Haze;
63750;Peralihan 1;Mei;24/05/2024;18.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63751;Peralihan 1;Mei;24/05/2024;19.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63752;Peralihan 1;Mei;24/05/2024;19.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63753;Peralihan 1;Mei;24/05/2024;20.00;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63754;Peralihan 1;Mei;24/05/2024;20.30;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
63770;Peralihan 1;Mei;24/05/2024;21.00;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
63789;Peralihan 1;Mei;24/05/2024;21.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
63790;Peralihan 1;Mei;24/05/2024;22.00;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
63791;Peralihan 1;Mei;24/05/2024;23.00;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
63792;Peralihan 1;Mei;24/05/2024;23.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
63793;Kemarau;Jun;24/06/2024;14.30;Kualanamu (WIMM);3;;FALSE;4500;4500;HZ;;HZ;Haze;
63794;Kemarau;Jun;24/06/2024;15.30;Kualanamu (WIMM);6;;FALSE;3500;3500;HZ;;HZ;Haze;CB
63795;Kemarau;Jun;24/06/2024;16.00;Kualanamu (WIMM);20;20;FALSE;1500;1500;TSRA;;TSRA ;Thunderstorm Rain;CB
63796;Kemarau;Jun;24/06/2024;16.30;Kualanamu (WIMM);8;;FALSE;900;900;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
63797;Kemarau;Jun;24/06/2024;17.00;Kualanamu (WIMM);7;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63800;Kemarau;Jun;24/06/2024;17.30;Kualanamu (WIMM);5;;FALSE;4500;4500;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
63801;Kemarau;Jul;24/07/2024;00.00;Kualanamu (WIMM);3;;FALSE;1200;1200;FG;;FG;Fog;
63842;Kemarau;Jul;24/07/2024;00.30;Kualanamu (WIMM);2;;FALSE;1500;1500;BR;;BR;Mist;
63843;Kemarau;Jul;24/07/2024;01.00;Kualanamu (WIMM);6;;FALSE;2500;2500;HZ;;HZ;Haze;
63844;Kemarau;Jul;24/07/2024;01.30;Kualanamu (WIMM);6;;FALSE;2000;2000;HZ;;HZ;Haze;
63845;Kemarau;Jul;24/07/2024;02.00;Kualanamu (WIMM);6;;FALSE;2800;2800;HZ;;HZ;Haze;
63846;Kemarau;Jul;24/07/2024;13.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
63872;Kemarau;Jul;24/07/2024;13.30;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63875;Kemarau;Jul;24/07/2024;14.00;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63886;Kemarau;Jul;24/07/2024;14.30;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
63887;Kemarau;Jul;24/07/2024;15.00;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63888;Kemarau;Jul;24/07/2024;16.00;Kualanamu (WIMM);4;;FALSE;4000;4000;HZ;;HZ;Haze;
63889;Kemarau;Jul;24/07/2024;16.30;Kualanamu (WIMM);2;;FALSE;3000;3000;HZ;;HZ;Haze;
63890;Kemarau;Jul;24/07/2024;17.00;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
63891;Kemarau;Jul;24/07/2024;17.30;Kualanamu (WIMM);2;;FALSE;3000;3000;HZ;;HZ;Haze;
63892;Kemarau;Jul;24/07/2024;18.00;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
63917;Kemarau;Jul;24/07/2024;18.30;Kualanamu (WIMM);2;;FALSE;3000;3000;HZ;;HZ;Haze;
63923;Kemarau;Jul;24/07/2024;19.00;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
63924;Kemarau;Jul;24/07/2024;19.30;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
63925;Kemarau;Jul;24/07/2024;20.00;Kualanamu (WIMM);;;FALSE;2000;2000;HZ;;HZ;Haze;
63929;Kemarau;Jul;24/07/2024;20.30;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
63931;Kemarau;Jul;24/07/2024;21.00;Kualanamu (WIMM);2;;FALSE;2000;2000;HZ;;HZ;Haze;
63932;Kemarau;Jul;24/07/2024;21.30;Kualanamu (WIMM);5;;FALSE;2000;2000;BR;;BR;Mist;
63933;Kemarau;Jul;24/07/2024;22.00;Kualanamu (WIMM);3;;FALSE;2000;2000;BR;;BR;Mist;
63934;Kemarau;Jul;24/07/2024;22.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63935;Kemarau;Jul;24/07/2024;23.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
63936;Kemarau;Jul;24/07/2024;23.30;Kualanamu (WIMM);2;;FALSE;1000;1000;BR;;BR;Mist;
63937;Kemarau;Agu;24/08/2024;00.00;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63938;Kemarau;Agu;24/08/2024;00.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
63939;Kemarau;Agu;24/08/2024;01.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
63940;Kemarau;Agu;24/08/2024;19.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63941;Kemarau;Agu;24/08/2024;20.00;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
63964;Kemarau;Agu;24/08/2024;20.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63968;Kemarau;Agu;24/08/2024;22.30;Kualanamu (WIMM);5;;FALSE;5000;;BR;;BR;Mist;
63969;Kemarau;Agu;24/08/2024;23.00;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63970;Kemarau;Agu;24/08/2024;23.30;Kualanamu (WIMM);5;;FALSE;4000;4000;BR;;BR;Mist;
63971;Peralihan 2;Sep;24/09/2024;14.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
63972;Peralihan 2;Sep;24/09/2024;16.00;Kualanamu (WIMM);4;;FALSE;5000;;BR;;BR;Mist;
63973;Peralihan 2;Sep;24/09/2024;16.30;Kualanamu (WIMM);4;;FALSE;5000;;BR;;BR;Mist;
63974;Peralihan 2;Sep;24/09/2024;17.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
63975;Peralihan 2;Sep;24/09/2024;18.00;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63976;Peralihan 2;Sep;24/09/2024;18.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63977;Peralihan 2;Sep;24/09/2024;19.00;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63978;Peralihan 2;Sep;24/09/2024;19.30;Kualanamu (WIMM);2;;FALSE;2000;2000;BR;;BR;Mist;
63979;Peralihan 2;Sep;24/09/2024;20.00;Kualanamu (WIMM);2;;FALSE;3500;3500;BR;;BR;Mist;
63980;Peralihan 2;Sep;24/09/2024;20.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63981;Peralihan 2;Sep;24/09/2024;21.00;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
63982;Peralihan 2;Sep;24/09/2024;21.30;Kualanamu (WIMM);2;;FALSE;3000;3000;BR;;BR;Mist;
63983;Peralihan 2;Sep;24/09/2024;22.00;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
63984;Peralihan 2;Sep;24/09/2024;22.30;Kualanamu (WIMM);3;;FALSE;3000;3000;BR;;BR;Mist;
63985;Peralihan 2;Sep;24/09/2024;23.00;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
63986;Peralihan 2;Sep;24/09/2024;23.30;Kualanamu (WIMM);2;;FALSE;1600;1600;BR;;BR;Mist;
63987;Peralihan 2;Okt;24/10/2024;00.00;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
63988;Peralihan 2;Okt;24/10/2024;00.30;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
64008;Peralihan 2;Okt;24/10/2024;01.00;Kualanamu (WIMM);5;;FALSE;5000;;HZ;;HZ;Haze;
64009;Peralihan 2;Okt;24/10/2024;01.30;Kualanamu (WIMM);8;;FALSE;4500;4500;HZ;;HZ;Haze;
64010;Peralihan 2;Okt;24/10/2024;02.00;Kualanamu (WIMM);6;;FALSE;5000;;HZ;;HZ;Haze;
64011;Peralihan 2;Okt;24/10/2024;02.30;Kualanamu (WIMM);6;;FALSE;5000;;HZ;;HZ;Haze;
64012;Peralihan 2;Okt;24/10/2024;15.00;Kualanamu (WIMM);;;FALSE;5000;;BR;;BR;Mist;
64013;Peralihan 2;Okt;24/10/2024;15.30;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
64014;Peralihan 2;Okt;24/10/2024;16.00;Kualanamu (WIMM);;;FALSE;4000;4000;HZ;;HZ;Haze;
64015;Peralihan 2;Okt;24/10/2024;16.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
64016;Peralihan 2;Okt;24/10/2024;17.30;Kualanamu (WIMM);18;18;TRUE;800;800;+TSRA;;+TSRA;Heavy Thunderstorm Rain;CB
64017;Peralihan 2;Okt;24/10/2024;18.00;Kualanamu (WIMM);8;;FALSE;3000;3000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
64018;Peralihan 2;Okt;24/10/2024;18.30;Kualanamu (WIMM);4;;FALSE;6000;;-TSRA;;-TSRA;Light Thunderstorm Rain;
64019;Peralihan 2;Okt;24/10/2024;23.30;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
64020;Peralihan 2;Nov;24/11/2024;00.00;Kualanamu (WIMM);5;;FALSE;5000;;BR;;BR;Mist;
64021;Peralihan 2;Nov;24/11/2024;16.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
64022;Peralihan 2;Nov;24/11/2024;17.00;Kualanamu (WIMM);2;;FALSE;3500;3500;BR;;BR;Mist;
64023;Peralihan 2;Nov;24/11/2024;17.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
64024;Peralihan 2;Nov;24/11/2024;18.00;Kualanamu (WIMM);2;;FALSE;3500;3500;BR;;BR;Mist;
64025;Peralihan 2;Nov;24/11/2024;18.30;Kualanamu (WIMM);2;;FALSE;4000;4000;BR;;BR;Mist;
64026;Peralihan 2;Nov;24/11/2024;19.00;Kualanamu (WIMM);;;FALSE;3500;3500;BR;;BR;Mist;
64027;Peralihan 2;Nov;24/11/2024;19.30;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
64028;Peralihan 2;Nov;24/11/2024;20.00;Kualanamu (WIMM);;;FALSE;4500;4500;BR;;BR;Mist;
64029;Peralihan 2;Nov;24/11/2024;20.30;Kualanamu (WIMM);2;;FALSE;4500;4500;BR;;BR;Mist;
64030;Peralihan 2;Nov;24/11/2024;21.00;Kualanamu (WIMM);;;FALSE;4500;4500;BR;;BR;Mist;CB
64031;Peralihan 2;Nov;24/11/2024;21.30;Kualanamu (WIMM);;;FALSE;4500;4500;BR;;BR;Mist;CB
64032;Peralihan 2;Nov;24/11/2024;22.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;CB
64033;Peralihan 2;Nov;24/11/2024;22.30;Kualanamu (WIMM);4;;FALSE;4000;4000;BR;;BR;Mist;
64034;Peralihan 2;Nov;24/11/2024;23.00;Kualanamu (WIMM);4;;FALSE;3500;3500;BR;;BR;Mist;
64035;Peralihan 2;Nov;24/11/2024;23.30;Kualanamu (WIMM);3;;FALSE;2500;2500;BR;;BR;Mist;
64036;Hujan;Des;24/12/2024;00.00;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
64037;Hujan;Des;24/12/2024;00.30;Kualanamu (WIMM);2;;FALSE;2500;2500;BR;;BR;Mist;
64058;Hujan;Des;24/12/2024;01.00;Kualanamu (WIMM);5;;FALSE;3000;3000;BR;;BR;Mist;
64059;Hujan;Des;24/12/2024;01.30;Kualanamu (WIMM);5;;FALSE;4000;4000;BR;;BR;Mist;
64060;Hujan;Des;24/12/2024;02.00;Kualanamu (WIMM);6;;FALSE;5000;;HZ;;HZ;Haze;
64061;Hujan;Des;24/12/2024;02.30;Kualanamu (WIMM);8;;FALSE;5000;;HZ;;HZ;Haze;
64062;Hujan;Des;24/12/2024;03.00;Kualanamu (WIMM);8;;FALSE;5000;;HZ;;HZ;Haze;
64063;Hujan;Des;24/12/2024;16.00;Kualanamu (WIMM);4;;FALSE;5000;;BR;;BR;Mist;
64064;Hujan;Des;24/12/2024;16.30;Kualanamu (WIMM);3;;FALSE;5000;;BR;;BR;Mist;
64065;Hujan;Des;24/12/2024;18.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
64066;Hujan;Des;24/12/2024;19.00;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
64067;Hujan;Des;24/12/2024;19.30;Kualanamu (WIMM);2;;FALSE;5000;;BR;;BR;Mist;
64068;Hujan;Des;24/12/2024;20.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
64069;Hujan;Des;24/12/2024;21.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
64070;Hujan;Des;24/12/2024;21.30;Kualanamu (WIMM);5;;FALSE;7000;;BR;;BR;Mist;
64071;Hujan;Jan;25/01/2024;00.00;Kualanamu (WIMM);3;;FALSE;4000;4000;BR;;BR;Mist;
64072;Hujan;Jan;25/01/2024;00.30;Kualanamu (WIMM);;;FALSE;4000;4000;BR;;BR;Mist;
64073;Hujan;Jan;25/01/2024;01.00;Kualanamu (WIMM);4;;FALSE;4500;4500;BR;;BR;Mist;
64074;Hujan;Jan;25/01/2024;01.30;Kualanamu (WIMM);4;;FALSE;5000;;BR;;BR;Mist;
64075;Hujan;Jan;25/01/2024;02.00;Kualanamu (WIMM);7;;FALSE;5000;;HZ;;HZ;Haze;
64076;Hujan;Jan;25/01/2024;19.00;Kualanamu (WIMM);2;;FALSE;5000;;TS;;TS;Thunderstorm;CB
64077;Hujan;Jan;25/01/2024;19.30;Kualanamu (WIMM);4;;FALSE;5000;;TS;;TS;Thunderstorm;CB
64078;Hujan;Jan;25/01/2024;20.00;Kualanamu (WIMM);5;;FALSE;5000;;TS;;TS;Thunderstorm;CB
64079;Hujan;Jan;25/01/2024;20.30;Kualanamu (WIMM);3;;FALSE;5000;;TS;;TS;Thunderstorm;CB
64127;Hujan;Jan;25/01/2024;21.00;Kualanamu (WIMM);6;;FALSE;6000;;TS;;TS;Thunderstorm;CB
64128;Hujan;Jan;25/01/2024;21.30;Kualanamu (WIMM);5;;FALSE;3000;3000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
64151;Hujan;Jan;25/01/2024;22.00;Kualanamu (WIMM);3;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
64152;Hujan;Jan;25/01/2024;22.30;Kualanamu (WIMM);3;;FALSE;4000;4000;-TSRA;;-TSRA;Light Thunderstorm Rain;CB
64153;Hujan;Feb;25/02/2024;00.00;Kualanamu (WIMM);;;FALSE;2000;2000;BR;;BR;Mist;
64154;Hujan;Feb;25/02/2024;00.30;Kualanamu (WIMM);;;FALSE;3000;3000;BR;;BR;Mist;
64156;Hujan;Feb;25/02/2024;01.00;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
64157;Hujan;Feb;25/02/2024;01.30;Kualanamu (WIMM);3;;FALSE;4000;4000;HZ;;HZ;Haze;
64158;Hujan;Feb;25/02/2024;15.00;Kualanamu (WIMM);2;;FALSE;5000;;HZ;;HZ;Haze;
64159;Hujan;Feb;25/02/2024;15.30;Kualanamu (WIMM);2;;FALSE;4000;4000;HZ;;HZ;Haze;
64160;Hujan;Feb;25/02/2024;16.00;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
64161;Hujan;Feb;25/02/2024;16.30;Kualanamu (WIMM);3;;FALSE;3000;3000;HZ;;HZ;Haze;
64162;Hujan;Feb;25/02/2024;17.00;Kualanamu (WIMM);4;;FALSE;3000;3000;HZ;;HZ;Haze;
64163;Hujan;Feb;25/02/2024;17.30;Kualanamu (WIMM);5;;FALSE;4000;4000;HZ;;HZ;Haze;
